ad_id,reporting_start,reporting_end,campaign_id,fb_campaign_id,age,gender,interest1,interest2,interest3,impressions,clicks,spent,total_conversion,approved_conversion,CTR,day_of_week,hour,is_weekend
709023,2017-08-29,29/08/2017,916,103962,30-34,M,7,8,8,0.000240337364705302,0.0,0.0,0.016666666666666666,0.0,0.0,Tuesday,0,0
709038,2017-08-29,29/08/2017,916,103965,30-34,M,16,20,22,0.0016761164708565352,0.0,0.0,0.016666666666666666,0.0,0.0,Tuesday,0,0
709040,2017-08-29,29/08/2017,916,103965,30-34,M,16,19,21,0.0016770994323623439,0.0,0.0,0.016666666666666666,0.0,0.0,Tuesday,0,0
709059,2017-08-30,30/08/2017,916,103968,30-34,M,20,26,23,0.004805865905351419,0.020588235294117647,0.016063755356701515,0.016666666666666666,0.047619047619047616,0.0004771968095984,Wednesday,0,0
709105,2017-08-30,30/08/2017,916,103976,30-34,M,28,30,32,0.00040613020535170183,0.0,0.0,0.016666666666666666,0.047619047619047616,0.0,Wednesday,0,0
709115,2017-08-30,30/08/2017,916,103978,30-34,M,30,34,31,0.0007547538860785189,0.0029411764705882353,0.0008906945772205949,0.016666666666666666,0.0,0.0004338394793926,Wednesday,0,0
709124,2017-08-30,30/08/2017,916,103979,30-34,M,31,34,33,0.00033502932309820626,0.0,0.0,0.016666666666666666,0.047619047619047616,0.0,Wednesday,0,0
709179,2017-08-30,30/08/2017,916,103988,35-39,M,15,16,17,0.0015155660915744484,0.0029411764705882353,0.0026408314118565195,0.016666666666666666,0.0,0.0002161227577263,Wednesday,0,0
709183,2017-08-30,30/08/2017,916,103989,35-39,M,16,20,22,0.006888761336160043,0.011764705882352941,0.007234940429324771,0.03333333333333333,0.047619047619047616,0.0001902406544278,Wednesday,0,0
709320,2017-08-17,17/08/2017,916,104012,35-39,M,15,21,20,0.0004654355495354931,0.0,0.0,0.016666666666666666,0.047619047619047616,0.0,Thursday,0,0
709323,2017-08-17,17/08/2017,916,104012,35-39,M,15,17,19,0.0023363389489247086,0.0058823529411764705,0.004078443476441976,0.016666666666666666,0.0,0.0002804262478968,Thursday,0,0
709326,2017-08-18,18/08/2017,916,104013,35-39,M,16,22,22,0.003993612047718168,0.0058823529411764705,0.004765997282686764,0.016666666666666666,0.0,0.0001640689089417,Friday,0,0
709327,2017-08-18,18/08/2017,916,104013,35-39,M,16,22,20,0.003994595009223977,0.0058823529411764705,0.004781623489468059,0.016666666666666666,0.047619047619047616,0.0001640285409661,Friday,0,0
709328,2017-08-18,18/08/2017,916,104013,35-39,M,16,19,18,0.001091254374900362,0.0,0.0,0.016666666666666666,0.047619047619047616,0.0,Friday,0,0
709455,2017-08-18,18/08/2017,916,104034,35-39,M,7,12,10,0.0001826702896978586,0.0,0.0,0.016666666666666666,0.0,0.0,Friday,0,0
709544,2017-08-18,18/08/2017,916,104049,35-39,M,29,33,32,0.0024372563301877344,0.0058823529411764705,0.004656613841468187,0.016666666666666666,0.047619047619047616,0.000268817204301,Friday,0,0
709614,2017-08-19,19/08/2017,916,104061,40-44,M,16,19,20,0.006261959549289366,0.011764705882352941,0.008625674062643612,0.016666666666666666,0.0,0.000209281640768,Saturday,0,1
709756,2017-08-19,19/08/2017,916,104085,40-44,M,16,21,21,0.003595840291700916,0.0058823529411764705,0.0026408314118565195,0.016666666666666666,0.047619047619047616,0.0001822157434402,Saturday,0,1
709761,2017-08-18,18/08/2017,916,104085,40-44,M,16,19,20,0.000936929418488397,0.0,0.0,0.016666666666666666,0.0,0.0,Friday,0,0
709899,2017-08-18,18/08/2017,916,104108,40-44,M,15,18,20,0.0004575718574890235,0.0,0.0,0.016666666666666666,0.047619047619047616,0.0,Friday,0,0
709901,2017-08-18,18/08/2017,916,104109,40-44,M,16,18,20,0.007803243190397399,0.020588235294117647,0.01323540928689316,0.016666666666666666,0.047619047619047616,0.0002939077129781,Friday,0,0
710045,2017-08-17,17/08/2017,916,104133,45-49,M,16,22,17,0.015472636512552105,0.03529411764705882,0.024720681642267824,0.016666666666666666,0.0,0.0002541080806369,Thursday,0,0
710088,2017-08-17,17/08/2017,916,104140,45-49,M,24,26,27,0.0007475455017025885,0.0029411764705882353,0.002297054509515436,0.016666666666666666,0.0,0.0004380201489268,Thursday,0,0
710360,2017-08-17,17/08/2017,916,104185,45-49,M,21,26,24,0.0007144524643403624,0.0029411764705882353,0.0023908117439527185,0.016666666666666666,0.047619047619047616,0.0004582951420714,Thursday,0,0
710477,2017-08-17,17/08/2017,916,104205,30-34,F,16,19,19,0.0008691050745875971,0.0,0.0,0.016666666666666666,0.047619047619047616,0.0,Thursday,0,0
710480,2017-08-17,17/08/2017,916,104205,30-34,F,16,21,20,0.018893670206601633,0.041176470588235294,0.02823658058231034,0.016666666666666666,0.047619047619047616,0.0002427815832827,Thursday,0,0
710571,2017-08-18,18/08/2017,916,104220,30-34,F,32,37,38,0.0010122898006003967,0.0029411764705882353,0.002515821577904619,0.016666666666666666,0.047619047619047616,0.0003235198964736,Friday,0,0
710617,2017-08-18,18/08/2017,916,104228,30-34,F,15,19,16,0.00164236812582377,0.0029411764705882353,0.001859520369611827,0.016666666666666666,0.0,0.0001994415636218,Friday,0,0
710623,2017-08-18,18/08/2017,916,104229,30-34,F,16,19,20,0.012688234220431341,0.020588235294117647,0.014407376036212225,0.016666666666666666,0.0,0.0001807571140835,Friday,0,0
710628,2017-08-17,17/08/2017,916,104230,30-34,F,18,24,22,0.0004821458951342409,0.0,0.0,0.016666666666666666,0.0,0.0,Thursday,0,0
710682,2017-08-29,29/08/2017,916,104239,30-34,F,27,33,32,0.00038810924441187576,0.0,0.0,0.016666666666666666,0.0,0.0,Tuesday,0,0
710763,2017-08-29,29/08/2017,916,104252,30-34,F,15,19,17,0.0017586852373444655,0.0029411764705882353,0.0023595593319527507,0.016666666666666666,0.0,0.0001862544235425,Tuesday,0,0
710836,2017-08-27,27/08/2017,916,104265,30-34,F,29,33,31,0.007280307669307173,0.020588235294117647,0.01473552636143058,0.016666666666666666,0.047619047619047616,0.0003150173259529,Sunday,0,1
710867,2017-08-26,26/08/2017,916,104270,30-34,F,63,64,68,0.0003877815905766062,0.0,0.0,0.016666666666666666,0.0,0.0,Saturday,0,1
710880,2017-08-26,26/08/2017,916,104272,30-34,F,65,70,68,0.004265237077156637,0.014705882352941176,0.010875849767425758,0.016666666666666666,0.0,0.0003840540748137,Saturday,0,1
710961,2017-08-27,27/08/2017,916,104285,35-39,F,25,29,26,0.0008212676146382406,0.0029411764705882353,0.00190639898839309,0.016666666666666666,0.0,0.0003987240829346,Sunday,0,1
710968,2017-08-27,27/08/2017,916,104287,35-39,F,27,31,29,0.0019208738858029002,0.0058823529411764705,0.004375341761564418,0.016666666666666666,0.047619047619047616,0.0003410641200545,Sunday,0,1
711217,2017-08-27,27/08/2017,916,104328,35-39,F,20,26,23,0.000911372419337371,0.0029411764705882353,0.002500195372685946,0.016666666666666666,0.0,0.0003593244699964,Sunday,0,1
711623,2017-08-27,27/08/2017,916,104396,40-44,F,15,18,20,0.001248528215829753,0.0029411764705882353,0.0017657629476598945,0.03333333333333333,0.047619047619047616,0.0002623294858342,Sunday,0,1
711764,2017-08-27,27/08/2017,916,104419,45-49,F,10,16,11,0.003668907096966029,0.011764705882352941,0.008953824573813995,0.016666666666666666,0.047619047619047616,0.0003571747477453,Sunday,0,1
711785,2017-08-26,26/08/2017,916,104423,45-49,F,19,25,23,9.518671568088475e-05,0.0,0.0,0.016666666666666666,0.0,0.0,Saturday,0,1
711877,2017-08-26,26/08/2017,916,104438,45-49,F,63,67,65,0.005757044989138966,0.020588235294117647,0.01465739514469732,0.016666666666666666,0.0,0.0003983610289096,Saturday,0,1
712052,2017-08-25,25/08/2017,916,104467,45-49,F,10,13,11,0.0004739545492525018,0.0,0.0,0.016666666666666666,0.047619047619047616,0.0,Friday,0,0
734209,2017-08-25,25/08/2017,936,108654,30-34,M,10,16,14,0.0005801143918798408,0.0,0.0,0.016666666666666666,0.047619047619047616,0.0,Friday,0,0
734210,2017-08-25,25/08/2017,936,108654,30-34,M,10,16,13,0.004366809766090202,0.011764705882352941,0.008797562327862128,0.016666666666666666,0.047619047619047616,0.0003000975316978,Friday,0,0
734215,2017-08-26,26/08/2017,936,108655,30-34,M,15,19,17,0.004474935531729158,0.008823529411764706,0.006000468856005767,0.016666666666666666,0.0,0.0002196354052273,Saturday,0,1
734243,2017-08-26,26/08/2017,936,108660,30-34,M,21,23,24,0.00024164798004638026,0.0,0.0,0.016666666666666666,0.047619047619047616,0.0,Saturday,0,1
734266,2017-08-26,26/08/2017,936,108664,30-34,M,25,30,27,0.00019774236612025859,0.0,0.0,0.016666666666666666,0.0,0.0,Saturday,0,1
734272,2017-08-26,26/08/2017,936,108665,30-34,M,26,32,29,0.00033699524610982364,0.0,0.0,0.016666666666666666,0.0,0.0,Saturday,0,1
734290,2017-08-26,26/08/2017,936,108668,30-34,M,29,32,35,0.0017603235065208134,0.0029411764705882353,0.001625126908489321,0.06666666666666667,0.0,0.0001860811313732,Saturday,0,1
734313,2017-08-26,26/08/2017,936,108672,30-34,M,36,38,38,0.0002583583256451281,0.0,0.0,0.016666666666666666,0.047619047619047616,0.0,Saturday,0,1
734314,2017-08-27,27/08/2017,936,108672,30-34,M,36,38,38,0.00031471478531149325,0.0,0.0,0.016666666666666666,0.0,0.0,Sunday,0,1
734352,2017-08-27,27/08/2017,936,108678,35-39,M,10,11,16,0.001448724709179457,0.0029411764705882353,0.0022814283027341414,0.016666666666666666,0.047619047619047616,0.0002260908885371,Sunday,0,1
734361,2017-08-29,29/08/2017,936,108680,35-39,M,16,19,19,0.004056521584089924,0.0058823529411764705,0.004437846585564354,0.016666666666666666,0.047619047619047616,0.0001615247940558,Tuesday,0,0
734381,2017-08-29,29/08/2017,936,108683,35-39,M,20,25,24,0.0009621587638041535,0.0029411764705882353,0.0021095398515635997,0.016666666666666666,0.047619047619047616,0.0003403675970047,Tuesday,0,0
734399,2017-08-28,28/08/2017,936,108686,35-39,M,23,24,27,7.782106241159781e-05,0.0,0.0,0.016666666666666666,0.0,0.0,Monday,0,0
734418,2017-08-29,29/08/2017,936,108689,35-39,M,26,27,28,0.00019315521242648466,0.0,0.0,0.016666666666666666,0.0,0.0,Tuesday,0,0
734421,2017-08-29,29/08/2017,936,108690,35-39,M,27,29,32,0.003384831221787316,0.011764705882352941,0.008985076985813963,0.016666666666666666,0.0,0.0003871467286101,Tuesday,0,0
734427,2017-08-29,29/08/2017,936,108691,35-39,M,28,29,31,0.0027056048212735083,0.008823529411764706,0.006219235925957572,0.016666666666666666,0.0,0.0003632401017072,Tuesday,0,0
734433,2017-08-29,29/08/2017,936,108692,35-39,M,29,35,31,0.003983127124989542,0.008823529411764706,0.006953668163468973,0.016666666666666666,0.0,0.0002467511103799,Tuesday,0,0
734582,2017-08-29,29/08/2017,936,108716,40-44,M,29,33,33,0.0025253952118752475,0.0058823529411764705,0.0020626612327823363,0.03333333333333333,0.0,0.0002594370216629,Tuesday,0,0
734605,2017-08-28,28/08/2017,936,108720,40-44,M,36,37,41,0.0002727750943969889,0.0,0.0,0.016666666666666666,0.0,0.0,Monday,0,0
734660,2017-08-28,28/08/2017,936,108729,45-49,M,18,22,23,0.0004251341277973366,0.0,0.0,0.03333333333333333,0.0,0.0,Monday,0,0
734666,2017-08-28,28/08/2017,936,108730,45-49,M,19,24,20,0.00012107136866718038,0.0,0.0,0.016666666666666666,0.0,0.0,Monday,0,0
734726,2017-08-28,28/08/2017,936,108740,45-49,M,29,30,35,0.0034287368357134376,0.008823529411764706,0.006391124377128113,0.016666666666666666,0.0,0.0002866424613032,Monday,0,0
734737,2017-08-27,27/08/2017,936,108742,45-49,M,31,37,33,0.00027441336357333674,0.0,0.0,0.016666666666666666,0.0,0.0,Sunday,0,1
734785,2017-08-28,28/08/2017,936,108750,30-34,F,10,13,13,0.0018265095812452655,0.0029411764705882353,0.0023908117439527185,0.016666666666666666,0.047619047619047616,0.0001793400286944,Monday,0,0
734794,2017-08-28,28/08/2017,936,108752,30-34,F,16,19,17,0.0013134036752131268,0.0,0.0,0.016666666666666666,0.0,0.0,Monday,0,0
734796,2017-08-28,28/08/2017,936,108752,30-34,F,16,22,17,0.012888430713781046,0.020588235294117647,0.015673099648064518,0.016666666666666666,0.047619047619047616,0.0001779495131809,Monday,0,0
734800,2017-08-28,28/08/2017,936,108753,30-34,F,18,20,20,0.0005352258164479104,0.0,0.0,0.016666666666666666,0.0,0.0,Monday,0,0
734803,2017-08-28,28/08/2017,936,108753,30-34,F,18,19,21,0.0005339152011068322,0.0,0.0,0.016666666666666666,0.0,0.0,Monday,0,0
734852,2017-08-28,28/08/2017,936,108761,30-34,F,26,30,29,0.004415957841380637,0.008823529411764706,0.006641143859079886,0.016666666666666666,0.0,0.0002225684397952,Monday,0,0
734854,2017-08-19,19/08/2017,936,108762,30-34,F,27,33,32,0.018682988790523304,0.03823529411764706,0.03170560259432869,0.05,0.14285714285714285,0.0002279821823155,Saturday,0,1
734856,2017-08-19,19/08/2017,936,108762,30-34,F,27,28,32,0.001786208159507109,0.0029411764705882353,0.002172044675563536,0.016666666666666666,0.047619047619047616,0.0001833852924995,Saturday,0,1
734866,2017-08-20,20/08/2017,936,108764,30-34,F,29,32,31,0.003866810013468846,0.008823529411764706,0.006938042144202327,0.016666666666666666,0.0,0.0002541726679657,Sunday,0,1
734881,2017-08-20,20/08/2017,936,108766,30-34,F,31,32,34,0.0013949894801952485,0.0029411764705882353,0.0024533167539046827,0.016666666666666666,0.047619047619047616,0.0002347969006809,Sunday,0,1
734901,2017-08-20,20/08/2017,936,108770,30-34,F,64,70,68,0.0005086858557910756,0.0,0.0,0.016666666666666666,0.0,0.0,Sunday,0,1
734903,2017-08-20,20/08/2017,936,108770,30-34,F,64,69,67,0.0017436131609220656,0.0029411764705882353,0.0020157824296116672,0.016666666666666666,0.047619047619047616,0.0001878639864737,Sunday,0,1
734925,2017-08-20,20/08/2017,936,108774,35-39,F,10,11,12,0.0016456446641764657,0.0029411764705882353,0.002203297087563504,0.016666666666666666,0.047619047619047616,0.0001990445859872,Sunday,0,1
734939,2017-08-20,20/08/2017,936,108776,35-39,F,16,19,22,0.034287830349071596,0.07058823529411765,0.052082194138536084,0.06666666666666667,0.09523809523809523,0.0002293402645057,Sunday,0,1
734968,2017-08-20,20/08/2017,936,108781,35-39,F,22,25,27,0.0027858800109145515,0.008823529411764706,0.005219157907518399,0.016666666666666666,0.047619047619047616,0.0003527751646284,Sunday,0,1
734999,2017-08-20,20/08/2017,936,108786,35-39,F,27,32,32,0.006643348613543139,0.01764705882352941,0.012579107892648338,0.016666666666666666,0.0,0.0002959017606154,Sunday,0,1
735014,2017-08-19,19/08/2017,936,108788,35-39,F,29,34,30,0.004063402314630585,0.011764705882352941,0.008141261119569336,0.016666666666666666,0.047619047619047616,0.0003225026203337,Saturday,0,1
735032,2017-08-19,19/08/2017,936,108791,35-39,F,32,33,34,0.00016268340574641515,0.0,0.0,0.016666666666666666,0.047619047619047616,0.0,Saturday,0,1
735033,2017-08-18,18/08/2017,936,108792,35-39,F,36,40,40,0.0002131420963779281,0.0,0.0,0.0,0.0,0.0,Friday,0,0
735043,2017-08-18,18/08/2017,936,108793,35-39,F,63,65,69,0.00044413805024297136,0.0,0.0,0.016666666666666666,0.047619047619047616,0.0,Friday,0,0
735048,2017-08-18,18/08/2017,936,108794,35-39,F,64,65,68,0.0004559335883126757,0.0,0.0,0.016666666666666666,0.0,0.0,Friday,0,0
735065,2017-08-19,19/08/2017,936,108797,40-44,F,7,10,12,0.00021183148103684986,0.0,0.0,0.016666666666666666,0.0,0.0,Saturday,0,1
735109,2017-08-19,19/08/2017,936,108804,40-44,F,21,26,25,0.00023149071115302375,0.0,0.0,0.016666666666666666,0.047619047619047616,0.0,Saturday,0,1
735140,2017-08-19,19/08/2017,936,108809,40-44,F,26,27,31,0.0022626168359890565,0.0058823529411764705,0.00367216184229566,0.016666666666666666,0.0,0.0002895613146083,Saturday,0,1
735143,2017-08-19,19/08/2017,936,108810,40-44,F,27,28,30,0.012789479255529637,0.03823529411764706,0.030205484221252313,0.016666666666666666,0.0,0.0003330344562572,Saturday,0,1
735151,2017-08-19,19/08/2017,936,108811,40-44,F,28,30,31,0.0003029192472417889,0.0,0.0,0.016666666666666666,0.0,0.0,Saturday,0,1
735184,2017-08-19,19/08/2017,936,108817,40-44,F,63,66,67,0.001445120516991492,0.0029411764705882353,0.0022658020975154683,0.016666666666666666,0.0,0.0002266545784224,Saturday,0,1
735189,2017-08-21,21/08/2017,936,108818,40-44,F,64,65,66,0.0032645822642433857,0.008823529411764706,0.006328619554690798,0.016666666666666666,0.0,0.0003010536879076,Monday,0,0
735213,2017-08-21,21/08/2017,936,108822,45-49,F,10,16,11,0.024125974302021316,0.06764705882352941,0.05153527600268306,0.016666666666666666,0.0,0.0003123557052448,Monday,0,0
735220,2017-08-18,18/08/2017,936,108823,45-49,F,15,17,17,0.022839605344753003,0.058823529411764705,0.04889444422673559,0.016666666666666666,0.0,0.0002869111149365,Friday,0,0
735242,2017-08-18,18/08/2017,936,108826,45-49,F,19,25,21,0.0001731683284750412,0.0,0.0,0.016666666666666666,0.0,0.0,Friday,0,0
735247,2017-08-18,18/08/2017,936,108827,45-49,F,20,24,25,0.004670872525220358,0.01764705882352941,0.013735448063282054,0.016666666666666666,0.0,0.0004208459002595,Friday,0,0
735289,2017-08-18,18/08/2017,936,108834,45-49,F,27,30,30,0.006671199189541052,0.014705882352941176,0.014251113232404274,0.016666666666666666,0.047619047619047616,0.0002455554464198,Friday,0,0
735290,2017-08-18,18/08/2017,936,108834,45-49,F,27,29,33,0.004001803393599907,0.011764705882352941,0.00978201442079198,0.016666666666666666,0.0,0.000327466230045,Friday,0,0
735298,2017-08-18,18/08/2017,936,108836,45-49,F,29,31,32,0.02798508117382625,0.08235294117647059,0.06037971732904361,0.03333333333333333,0.047619047619047616,0.0003278227883669,Friday,0,0
736869,2017-08-18,18/08/2017,936,109448,30-34,M,2,6,8,0.0007655664626424146,0.0029411764705882353,0.00037502929246434195,0.016666666666666666,0.0,0.0004277159965782,Friday,0,0
736890,2017-08-18,18/08/2017,936,109451,30-34,M,15,16,20,0.0008258547683320144,0.0,0.0,0.016666666666666666,0.0,0.0,Friday,0,0
736893,2017-08-18,18/08/2017,936,109452,30-34,M,16,17,17,0.001174806102894101,0.0,0.0,0.016666666666666666,0.0,0.0,Friday,0,0
736977,2017-08-18,18/08/2017,936,109470,30-34,M,27,30,28,0.00041661512808032793,0.0,0.0,0.016666666666666666,0.0,0.0,Friday,0,0
736988,2017-08-21,21/08/2017,936,109472,30-34,M,28,29,29,0.0012744128688160488,0.0029411764705882353,0.0017032581236599582,0.016666666666666666,0.0,0.0002570033410434,Monday,0,0
736995,2017-08-21,21/08/2017,936,109473,30-34,M,29,34,34,0.0006181222367711103,0.0,0.0,0.016666666666666666,0.0,0.0,Monday,0,0
736997,2017-08-21,21/08/2017,936,109473,30-34,M,29,32,33,0.0006204158136179973,0.0,0.0,0.016666666666666666,0.0,0.0,Monday,0,0
737097,2017-08-21,21/08/2017,936,109498,35-39,M,7,10,11,0.00023378428799991071,0.0,0.0,0.016666666666666666,0.0,0.0,Monday,0,0
737130,2017-08-21,21/08/2017,936,109507,35-39,M,16,19,18,0.003668907096966029,0.0058823529411764705,0.0041878272911272316,0.016666666666666666,0.0,0.0001785873738726,Monday,0,0
737320,2017-08-18,18/08/2017,936,109553,35-39,M,63,64,66,0.001859274964772222,0.0058823529411764705,0.004703492458686827,0.016666666666666666,0.0,0.000352360817477,Friday,0,0
737375,2017-08-21,21/08/2017,936,109565,40-44,M,10,11,11,0.0004631419726886061,0.0,0.0,0.016666666666666666,0.0,0.0,Monday,0,0
737524,2017-08-21,21/08/2017,936,109601,40-44,M,30,34,33,0.0007033122339411972,0.0029411764705882353,0.002468942960685978,0.016666666666666666,0.047619047619047616,0.0004655493482309,Monday,0,0
737644,2017-08-21,21/08/2017,936,109629,45-49,M,16,22,17,0.014875323570855687,0.029411764705882353,0.02197046716422203,0.016666666666666666,0.0,0.0002202594656505,Monday,0,0
737657,2017-08-18,18/08/2017,936,109633,45-49,M,18,23,20,0.002449707175927978,0.0058823529411764705,0.004531604193468315,0.016666666666666666,0.047619047619047616,0.0002674511901577,Friday,0,0
737658,2017-08-18,18/08/2017,936,109633,45-49,M,18,19,24,0.0016112410114731614,0.0029411764705882353,0.0024845691659046505,0.016666666666666666,0.0,0.0002032933523073,Friday,0,0
737674,2017-08-20,20/08/2017,936,109637,45-49,M,20,21,24,0.0001741512899808499,0.0,0.0,0.016666666666666666,0.047619047619047616,0.0,Sunday,0,1
737766,2017-08-20,20/08/2017,936,109659,45-49,M,29,33,33,0.0004736268954172322,0.0,0.0,0.016666666666666666,0.047619047619047616,0.0,Sunday,0,1
737896,2017-08-20,20/08/2017,936,109689,30-34,F,16,21,22,0.005750819566268844,0.008823529411764706,0.007172435606887456,0.016666666666666666,0.0,0.0001709109553922,Sunday,0,1
737931,2017-08-20,20/08/2017,936,109698,30-34,F,20,26,24,0.0010948585670883272,0.0029411764705882353,0.0008438159584393316,0.016666666666666666,0.0,0.0002991325157044,Sunday,0,1
737961,2017-08-20,20/08/2017,936,109706,30-34,F,23,29,28,0.00017087475162815425,0.0,0.0,0.016666666666666666,0.0,0.0,Sunday,0,1
737995,2017-08-20,20/08/2017,936,109714,30-34,F,26,27,31,0.0006132074292420669,0.0,0.0,0.016666666666666666,0.0,0.0,Sunday,0,1
738006,2017-08-20,20/08/2017,936,109717,30-34,F,27,29,32,0.011382206033046856,0.020588235294117647,0.02095476229363864,0.016666666666666666,0.047619047619047616,0.0002014968336211,Sunday,0,1
738067,2017-08-20,20/08/2017,936,109731,30-34,F,32,37,36,0.0002151080193895455,0.0,0.0,0.016666666666666666,0.0,0.0,Sunday,0,1
738098,2017-08-20,20/08/2017,936,109738,30-34,F,64,70,68,0.0005037710482620321,0.0,0.0,0.016666666666666666,0.0,0.0,Sunday,0,1
738307,2017-08-20,20/08/2017,936,109788,35-39,F,31,36,36,0.000985749839943562,0.0029411764705882353,0.0013438550145375803,0.016666666666666666,0.047619047619047616,0.0003322259136212,Sunday,0,1
738389,2017-08-19,19/08/2017,936,109808,40-44,F,10,16,12,0.008872705308717258,0.026470588235294117,0.016829440568756834,0.016666666666666666,0.047619047619047616,0.0003323363243602,Saturday,0,1
738408,2017-08-19,19/08/2017,936,109813,40-44,F,16,22,22,0.006628931844791278,0.011764705882352941,0.00873505769137684,0.05,0.0,0.0001976968319082,Saturday,0,1
738413,2017-08-19,19/08/2017,936,109813,40-44,F,16,17,19,0.04821672254021607,0.10588235294117647,0.09088210112145634,0.05,0.047619047619047616,0.000244633355758,Saturday,0,1
738423,2017-08-19,19/08/2017,936,109816,40-44,F,18,20,24,0.007097804483062025,0.020588235294117647,0.01659504617787419,0.016666666666666666,0.047619047619047616,0.000323116691285,Saturday,0,1
738436,2017-08-19,19/08/2017,936,109820,40-44,F,19,21,20,0.002985093542758447,0.011764705882352941,0.008531916640691682,0.016666666666666666,0.047619047619047616,0.0004389815627743,Saturday,0,1
738463,2017-08-20,20/08/2017,936,109826,40-44,F,21,23,24,0.00017710017449827599,0.0,0.0,0.016666666666666666,0.0,0.0,Sunday,0,1
738528,2017-08-19,19/08/2017,936,109839,40-44,F,30,34,33,0.00013122863756053691,0.0,0.0,0.016666666666666666,0.047619047619047616,0.0,Saturday,0,1
738560,2017-08-19,19/08/2017,936,109844,40-44,F,64,70,66,0.0004379126273728496,0.0,0.0,0.016666666666666666,0.0,0.0,Saturday,0,1
738582,2017-08-19,19/08/2017,936,109848,45-49,F,10,16,12,0.015120736293472591,0.044117647058823525,0.03153371339935004,0.016666666666666666,0.047619047619047616,0.0003250270855904,Saturday,0,1
738592,2017-08-20,20/08/2017,936,109850,45-49,F,16,22,20,0.16180185638243397,0.3411764705882353,0.2756152796682069,0.06666666666666667,0.047619047619047616,0.000234902930414,Sunday,0,1
738593,2017-08-20,20/08/2017,936,109850,45-49,F,16,17,21,0.030147268832770108,0.07941176470588235,0.053738574204396115,0.03333333333333333,0.047619047619047616,0.0002934431752725,Sunday,0,1
738598,2017-08-21,21/08/2017,936,109851,45-49,F,18,23,24,0.004244594885534654,0.011764705882352941,0.008578795259472945,0.016666666666666666,0.047619047619047616,0.0003087372645878,Monday,0,0
738606,2017-08-21,21/08/2017,936,109852,45-49,F,19,20,23,0.00017284067463977165,0.0,0.0,0.016666666666666666,0.0,0.0,Monday,0,0
738637,2017-08-21,21/08/2017,936,109857,45-49,F,24,26,30,0.0003088170162766411,0.0029411764705882353,0.002218923292782177,0.016666666666666666,0.0,0.0010593220338983,Monday,0,0
738648,2017-08-18,18/08/2017,936,109859,45-49,F,26,30,27,0.036398576355878134,0.11176470588235293,0.0812094701528213,0.08333333333333333,0.047619047619047616,0.0003420649923485,Friday,0,0
747212,2017-08-18,18/08/2017,936,110836,30-34,M,10,16,14,0.0023612406404051956,0.0058823529411764705,0.0049847645385905975,0.016666666666666666,0.0,0.0002774694783573,Friday,0,0
747213,2017-08-18,18/08/2017,936,110836,30-34,M,10,12,11,0.0005715953921628321,0.0,0.0,0.016666666666666666,0.0,0.0,Friday,0,0
747220,2017-08-18,18/08/2017,936,110837,30-34,M,15,17,16,0.0008101273842390753,0.0,0.0,0.03333333333333333,0.09523809523809523,0.0,Friday,0,0
